tag,word
2,לאו
0,ואלא
2,כי
0,אישתהי
2,לא
1,בן
1,את
0,דרב
2,על
0,ואלא
1,הלוקח
0,ליה
2,מן
1,לנכרים
2,אחים
0,כיון
2,בדק
2,לא
0,אפלו
0,קא
1,וישמע
1,דבש
0,דרב
0,מחמצי
2,בריקן
1,וחזרתי
1,המגילה
1,חבית
0,האי
1,בידו
1,הדיוט
0,נהליה
0,דרב
1,ויהוה
1,וכתות
0,שבחא
2,אמר
0,ולאפוקי
1,ויצאו
1,ואת
1,מכל
1,במגרה
0,ליה
2,אלא
0,ליה
1,מספר
0,פרדיסא
1,שאין
1,ויאמרו
0,עובדא
2,לא
1,לעריבה
1,זבה
2,היא
0,טבחי
0,אנא
0,והא
1,של
1,שהוא
1,שהוא
1,יעלו
2,מתה
0,דלא
1,העושה
0,בהו
1,אם
0,דתפיסי
1,אהלה
1,עיר
2,לי
1,ליששכר
1,שהיא
1,הם
2,בפירוש
1,הלא
0,והא
1,המים
2,או
0,אמרה
1,את
0,לבר עמיתיך
1,עורבין
0,דפרע
0,הי
1,ארכובותיו
1,חייבין
1,דפנותיה
1,הקטנים
0,בר
1,מחייבין
1,נלוז
1,פסול
1,הלל
1,שהנמייה
1,מטהו
0,בשיראי
0,איבעיא
1,כלביא
0,הכא
0,הדר
2,בה
1,הכנסת
0,ליסתרי
0,דלא
2,רבי
1,שנחבשה
0,דרבא
1,ינתנו
1,הדשן
2,ביני
0,הוה
0,דידכו
0,מאי
0,דרב
0,סברת
1,טומאת
0,מאי
0,הויא
2,עד
0,בעינא
2,דין
0,מידכר
1,להזדייף
1,כגת
0,ליה
2,הוא
1,ולמשל
1,אסור
1,בית
1,לקבל
1,נקצרה
1,יזרע
1,שמנה
0,שופרא
1,ופרוזבולין
0,דאזיק
1,ראיתי
2,ולא
2,עד
1,אלעזר
1,עקבה
1,מכל
0,עבדיה
0,וקא
0,נמי
0,הוה
0,דלאו
1,למען
2,או
2,הוא
2,לאו
0,מעלי
1,שניטלו
1,מואב
0,שמיהו
1,בן
0,הני
0,ואירכס
0,דאי
2,לא
1,תחליק
0,אמאן
1,וגואלין
1,ר'
0,תימא
2,וטפלה
1,לנו
2,לכו
1,ואת
1,לזה
0,נתביה
2,ואפילו
1,הדם
0,אלשין
0,מינה
1,שראה
0,דלילואתא
0,בשבתא
1,פנקסו
0,ואסיק
1,יהודה
1,פעם
1,אחיך
0,ליה
1,ולפנים
0,גזור
1,הפגים
0,לדינא
0,קמיה
2,הואיל
1,תוכחה
2,ודאי
0,רבנן
0,דתניא
2,הוא
1,הבת
0,נפקי
1,בתוכו
1,מים
0,מילי
1,אחר
1,אם
0,שבחא
1,וחוטא
0,בדולא
2,לי
0,דקא
0,נמי
0,סבר
0,ושעתא
1,את
0,למעבד
1,זו
0,מצלי
1,מקשה
2,לך
0,מעלי
0,תרגמה
1,השליש
0,לקלא
1,בשפתותיו
1,יען
2,עד
0,תבעי
0,אמרי
1,כנחלים
0,לדידי
0,לבתר
1,רגלי
0,נמי
2,לא
2,תרים
1,ירקה
1,אנכי
0,והא
1,נדון
1,בו
0,בטיל
0,עביד
0,אצטריך
1,ראומה
0,וכי
0,לפומיה
1,משה
2,לכל
1,היו
2,למפרע
1,כשרות
1,אשר
1,למחצה
1,לבם
0,הא
1,במחובר
1,עמו
0,דקביעי
0,שגיר
2,נדר
0,ליה
1,שהדליק
0,דימיניה
0,מילט
1,ויאכל
1,חוץ
0,ליבני
2,על
0,דמעיקרא
0,ואליבא
0,מיניה
2,די
2,הוא
1,הגס
2,גבי
1,יברך
2,לו
0,הכי
1,והחסים
0,דאמרינן
0,אנן
0,צריכא
0,ביה
2,מן
1,חול
2,נפשה
1,ומשמרין
0,ושופריה
1,החלות
1,רוח
0,דבטיל
0,דמי
0,הני
0,וגזור
1,מגדל
0,ברשותיה
0,האי
1,מארבעה
1,כיוצא
1,מקבלין
0,מהלכתא
0,סומקי
1,כולו
0,חבטו
1,יוסף
1,הקדשים
0,בריך
0,אמרי
2,לתתי
0,שכיחי
1,כמיתת
1,המצרים
0,לישנא
1,נקבה
2,ככל
2,ובבא
2,ולא
2,אמר
0,דקלא
0,דהא
1,יש
0,ליה
0,דליא
0,ליתי
1,את
1,והיה
0,אמרי
0,חייא
2,היא
1,פרנסתי
1,שמאי
0,גמירי
1,ושרשיהם
1,שאין
1,תצא
1,זרח
2,על
0,מאי
2,משום
0,איתמר
1,כיס
2,ולא
1,שהגיף
0,קמיה
0,אימא
1,הכל
0,והא
0,מיחבר
1,והתראה
2,כי
1,חמשים
0,ואכלתה
1,שבתות
1,אז
1,שהמדומע
2,משום
0,עביד
0,איכא
0,תרתין
0,להו
0,הא
0,והדר
2,לי
2,אלא
1,זאת
2,ידע
2,לו
1,קורהו
0,ידא
1,לפניו
1,ועשאו
0,נהורא
2,שתי
2,לי
0,ואימא
1,שדה
0,בר
2,לא
0,לבר
2,על
2,קרי
0,מינה
1,לעניים
1,קצירך
1,המה
0,פומיה
2,דק
1,בהם
0,מנא
1,מעל
1,קטנה
1,ואל
1,והמוחק
0,עמא
0,למימר
1,לחנכת
1,הופך
1,לשמור
1,למחות
0,אדאתה
2,לו
1,בשבת
0,להכי
1,גמליאל
1,מפני
2,רבי
2,רבי
2,לא
1,בית
0,דרבנן
1,אמות
0,גנבי
0,לשהוייה
0,תיסברה
2,אפי
0,נסיבן
1,להם
0,דפומבדיתא
1,מפני
0,דההוא
0,אמרה
1,מרודד
0,פוקו
1,המשח
1,והסלעים
0,מאן
0,קאימנא
0,זוזא
0,מיתית
1,הרי
2,לא
1,ישוה
2,אמך
0,מכלל
1,הפרשה
1,ושחלת
0,הכי
0,נמי
0,וביה
2,כל
0,שבקי
1,פלוני
0,הכי
0,לציבי
2,עד
0,אמריתה
0,לית
1,בשעורים
2,אף
2,על
1,סופגנין
2,אכל
0,דרי
0,דלא
0,וספא
1,מעשה
1,ומחצה
1,בארץ
1,את
0,קא
0,קמיעא
2,אף
1,הנה
1,איש
1,וכשבא
0,וליתיב
1,עמוד
2,עלי
2,או
2,לי
1,הקריבה
1,נפלאתי
1,תשלומי
2,לישראל
1,אם
1,דרכן
0,סייעתיה
0,וממליא
0,אצואתא
1,כלה
1,דרקון
0,דאגדתא
2,לא
0,נימא
0,בגוואזא
2,היא
0,ביה
0,הב
0,כופרא
0,דמיבסמי
0,ביה
1,מערבין
1,קחו
0,נמי
0,ואי
1,שמות
0,הוה
1,זאת
1,חכלילי
0,מאי
1,אינו
1,לגת
2,רבי
2,לו
0,מינה ובה
0,היכא
1,כדי
0,ליכא
1,העליה
2,יהא
1,ונמצאו
2,לי
0,קשיא
1,עשיר
0,דאיכא
1,וחכמים
0,אמרי
1,ישבה
0,אכריסך
2,ארבע
0,מדכתב
1,בחרבה
1,עמו
1,בניו
0,דשקלי
1,ושלא
0,דעתיהו
1,ואינו
1,חרס
0,דחמים
2,לה
2,היא
1,שתחשך
0,דפנינהו
0,ורבנן
2,בתמוז
1,ידוע
1,טוב
1,אחריהן
2,או
2,רבי
1,האוכל
0,מסתברא
1,יין
2,אמרו
2,מכאן
1,את
0,ונולה
2,במאה
0,לאיתוייה
0,אשתעי
0,ליה
0,שית
1,זו
0,להו
0,הא
1,שלשה
0,בירא
0,תנאי
0,ליה
0,ושחטינן
2,לא
1,השמח
1,הטומאה
1,מנין
1,אשר
1,יהוה
1,עולתו
1,ואם
0,שנא
0,אנן
0,קמי
1,ובית
1,דוחה
0,ביה
0,אונסא
2,כי
1,מטה
0,ירקא
1,בשעריך
0,לילף
2,עליה
2,ולא
2,מן
1,את
1,ונותן
0,ביניהו
0,דכולי עלמא
0,דיעבד
2,חמשה
1,נפרצו
1,ויחזק
0,מייתינן
1,של
1,יין
0,להו
0,האי
0,דאמרי
1,הארץ
0,למעוטי
0,דמי
1,מתנת
1,מתחלת
1,תרומה
2,לה
0,ואי
2,לה
0,אנא
2,לא
1,טמא
1,הרי
0,דשכיב
1,שניה
1,יהוה
1,הזאב
1,אחד
0,אגיר
1,מיתת
0,תלא
0,מפלגי
1,הפגום
1,מלא
1,שמאי
0,דידה
1,מכה
2,לך
0,הויא
2,משום
2,אלא
0,איכא
1,עשה
0,היכי
0,חתני
2,וארבעה
0,שנא
1,פסול
2,או
0,בר
2,ולא
1,לבא
1,טליתו
0,כיון
0,אנא
2,ונפל
1,פקח
0,דמינכר
2,במקצת
0,עיקא
2,או
0,טריף
1,והרחוקים
0,ומאי
2,מבטל
0,אתאי
0,שנא
1,אחד
1,הרי
0,קשיא
2,בין
0,להו
1,יוסף
2,אתו
0,ובנתך
0,דאזיק
1,וגם
0,סבר
2,ניסן
0,מאן
1,עגול
0,הוי
1,בריחם
0,כרב
0,וניעיליה
1,ממחרת
2,לא
0,ברישא
1,וילך
1,ממנו
2,שמע
1,אומר
2,מן
0,דאית
0,צרדא
0,דמודי
1,תהיו
1,סופר
1,שלשה
0,האי
0,זיל
1,עדין
0,ביניהו
2,ודאי
1,אחד
1,שאין
0,אסיק
1,ונתן
2,על
0,אבוה
0,ושלפה
0,דהרסאנא
1,הגיעו
1,שמונה
0,תלתין
0,אפיקתיה
1,רכב
0,מפי שריניא
0,מצי
0,השתא
1,ויזה
2,לא
0,דלמא
0,ליתחיל
0,דחסא
0,קאסגי
1,לחלק
1,וחיה
1,קיר
1,שלמים
2,לא
1,וארור
0,פירי
1,אסור
0,לעיל
1,תנקש
0,רב
2,חמשה
0,מאי
0,סבא
2,לא
1,אוצרו
2,לה
1,מחמירין
0,דאכתי
2,עיקר
1,ומשלימין
0,קא
1,את
1,הזוטו
2,אילא
1,הדבר
0,אבוה
2,ופשט
1,היה
0,קאי
0,הני
0,מניכו
2,לא
0,דרב
2,כתב
2,לא
1,הקול
1,הילד
1,מצותיו
0,איפוך
1,נשים
0,אקילעא
1,והגמלין
1,ומאה
1,חית
1,בארץ
0,במותנא
0,להו
1,הנקוב
2,לאו
2,קדם
0,שמיה
0,בליליא
0,הב
1,את
1,עם
1,שלש
1,לעיניך
2,מאה
0,תתאי
2,מה
2,ולא
1,כלחך
1,מחציה
2,וכן
0,קבעא
0,חדא
1,בכשרים
1,שאין
0,אחריני
1,תפאר
1,אחר
1,אחד
1,זו
0,הדר
2,היא
0,משמע
2,כי
0,דשמואל
1,תרומה
0,ולישקייה
1,הן
1,באנשים
0,תנא
0,אכתי
0,דפוש
1,מאת
1,מותר
1,ישמעאל
1,טמא
1,והינקהו
2,או
1,ושלא
0,הוי
2,או
1,ומאפילה
1,תשובה
0,לקי
0,לבנייכי
2,לא
0,מתזמי
2,לא
1,אתכם
1,באו
1,מוטה
2,היא
1,בן
0,דאמר
1,הבית
2,אתו
1,בפיו
0,אי
1,אל
1,ולמעשר
1,לכתחלה
1,ומונחות
0,שלים
1,אלוף
0,דלית
1,יביא
0,שמעתא
1,עוגיות
0,אחתיה
1,בתך
2,נהנה
1,ידו
0,אידי
0,הא
1,שילדה
1,אשמר
1,הנעשות
2,הוא
1,אחר
2,לו
0,אקומטרה
0,מיבעי
1,כמצותו
0,איתתא
1,ולפי
0,ושארא
2,רבי
2,כי
0,חזיתיה
2,רבי
2,שערי
0,בדידה
0,לשמעיה
2,לא
0,אתא
0,מיהא
0,כפילא
0,בר
0,רב
1,וולדי
1,ובקומוס
1,למנחה
2,לה
0,תימא
2,רבעי
1,ועל
0,דאמרת
1,והמטלית
1,שלפניו
0,מצי
2,לו
0,אשכח
0,ולחומרא
0,בשבתא
1,שהיה
0,דשויה
0,ליכא
0,דאיתה
2,רבי
1,בתחלה
1,טהורין
2,שכיב
0,רב
0,ריפתא
1,וגידוליו
2,אמר
2,לא
2,ותלמידי
1,שם
0,רב
2,אסר
2,והוי
1,לשמור
2,כלו
0,זכי
1,לעמודים
1,וששה
0,השתא
1,לולב
1,השקים
0,רב
1,תזרע
0,אפלו
1,המוכר
0,אמינא
1,ביחוד
0,משוי
0,לשטריה
1,הקריבו
0,אמאי
0,לטבא
0,קרייה
0,אמרן
2,כי
0,ומנח
0,לימא
1,ורוחבן
2,כל
1,טהורין
0,בשוקא
1,בגדיהם
0,דמעייני
2,צריכה
0,וקתני
2,לו
1,אחד
1,הקטר
0,מיחלפי
2,בני
2,לה
0,אנן
0,ודילמא
2,דמו
1,היורה
0,ואוקימתיה
1,בוז
1,והניחו
0,הוי
0,דאסקיה
1,מקצת
1,את
1,יצניע
1,ואינו
0,נינהו
0,גב
1,ואם
2,כרך
2,כל
1,פוסל
0,סמכיתו
1,מומחין
0,דאית
0,נמי
0,צריכי
0,נעביד
0,דלא
0,פרסי
1,פותח
0,אכיל
0,מכלל
0,חורפיה
0,חד
0,בנטר
0,קשיא
1,רשות
1,ישראל
2,לא
2,לא
1,מעמנו
0,מבע
0,נמי
0,לן
0,דאי
1,לרבי
2,לא
1,בתחלה
1,וחלץ
1,שמו
2,שלח
1,בן
1,טומאת
0,לרב
1,וישם
1,הגרוגרות
1,ויוכח
0,עליהו
2,לא
1,ונמצה
0,קתני
0,בחישינן
1,שאמר
0,אי
2,לא
1,כלה
0,אי
0,סברי
0,דקא
0,סגיא
1,עומדין
2,ואוכלן
1,היו
0,אמאי
1,מזה
1,אומר
1,וכעדשה
1,משה
1,כפורים
2,לא
1,ויחי
0,לרב
0,אי
0,גביא
0,דלית
1,אם
1,במומין
0,דסמכוס
2,לא
1,רמונים
0,אמאי
1,את
1,וגירשה
2,כאן
2,אין
1,וליטהר
2,עבדי
0,הא
0,דינא
1,חבית
1,וכחצי
0,קמשמע
1,שלמים
0,ליה
0,מפלגי
1,הכל
1,כוכבי'
1,בפני
1,במקום
1,אח
1,שנה
1,וימותו
1,עשית
1,ידינו
1,יפר
1,אברהם
2,שאני
0,דאמר
1,אחדים
1,פוסלת
2,הוא
1,הנראה
1,נצטדק
0,מתקיף
1,נזיר
1,ילחם
0,הא
2,הוא
0,ליה
0,מינה
0,מדברא
1,ואם
1,עקיבא
1,שהמום
1,זו
0,אמרינן
1,כן
1,אל
1,ורדף
0,אוזינקא
1,נגעתי
0,ומבשרא
2,הוא
1,טפח
1,לבעלים
0,מיחייב
0,כיון
0,סליק
0,ליתבר
1,יום
1,יוסף
0,מסדרן
1,צדקה
0,עלך
0,דאריא
0,ליה
1,הטהורה
1,יהוה
2,על
1,ואת
0,דלא
1,בשער
1,מהן
0,ומאי
0,עיוני
1,בן
0,גברא
1,משה
1,וארן
1,ועל
0,ליה
0,הכי
0,דבין
1,לבדו
1,מעל
1,ותשעים
2,כי
0,אורתא
1,ולעבדיך
1,חלקנו
1,יהודה
0,למאן
1,אלהם
1,הנתנין
0,מתנו
1,יום
0,בכולהו
0,היכי
0,קא
0,דרבה
1,ותשקהו
1,הדמאי
0,אי
2,מטילין
1,אם
1,טומאה
0,ליה
1,בתחת
2,לאו
0,האי
0,רישא
1,לסגן
1,מלא
1,מטבילין
0,מנא
0,דשמיני
1,ליהוה
2,היא
1,העדת
0,אקדיש
1,שער
0,דמעכבי
0,קני
1,היתר
1,מעלי
1,אבתם
0,ונחית
1,והביא
0,מאי
0,גרבי
1,פעור
0,שנין
0,ותנא
1,כביצה
0,להו
0,צמורי
2,משום
0,ליה
1,ואנכי
1,שנה
0,מני
1,את
1,חייבין
0,עביד
0,תרגמה
0,מהכא
0,ערקא
1,וישק
0,הנך
1,וחכמים
1,משיתלבנו
1,ינתנו
0,אמטלטלי
0,ליה
1,חייב
2,הוא
2,אמר
1,הלחץ
0,דלקמיה
2,כל
0,דאיתיה
1,אומר
2,למה
2,אין
0,דרבנן
0,וסבירא
1,מעבירין
1,העם
0,טובא
1,את
1,צפוי
0,טובא
0,בעו
0,אודועי
1,חשב
1,מחצה
1,שבתורה
1,הקיף
0,מנא
0,לגמרי
0,דקתני
0,שתא
0,לבי
0,מניהו
0,מיניהו
0,דאמר
1,אסקופה
0,עיזי
0,בר
2,או
0,דרב
1,פוטרין
1,כפי
0,למימר
0,דנחית
1,ומועלין
2,לא
1,ימצא
1,חובטין
1,בארץ
2,אילן
0,מיא
2,ולא
0,רב
2,ופתח
0,כלתא
0,וברזניאתא
1,הילדה
1,בשול
1,לבן
0,אזלא
0,מצר
0,דליליא
0,פשא
2,לא
1,כדבר
0,מיניהו
0,שנא
2,אלא
0,וקיבלוה
1,את
2,והב
2,לא
0,כפליהו
0,הכא
0,רב
0,אחדא
0,פליגי
0,ליה
1,ההלך
0,דאמר
0,לאוניתך
0,דאית
1,השמר
0,וקימא
0,ויתיב
0,מאי
0,והא
0,קא
1,ולזבח
2,לא
0,ליה
0,הוי
1,מוציא
0,ליה
1,שער
0,ולימא
1,מלקות
1,מים
1,וטמא
2,לו
1,שמונה
0,הכא
0,לן
1,בשבעתיכם
0,הכי
1,שווין
1,לרדות
2,כי
2,ולא
0,גיסא
0,אמרי
0,אמרתה
0,דאביי
0,גברא
1,לאשתי
0,תלמודא
0,בריה
1,יטהר
0,אגב
0,אישתעויי
0,עילויה
0,משתבח
1,כסף
1,מהגמוניא
1,ואחד
2,לא
0,דאיכא
0,בעי
1,עם
1,תצא
0,משכנתא
1,נקי
1,מאתים
0,כי היכי
1,חוכרין
1,שכיר
0,דאמרי
0,אזל
1,יעשו
0,ואתי
1,שלשה
1,אליו
2,לא
1,את
1,שיהיו
1,יש
1,אומר
1,את
0,כתנאי
1,שור
1,אלו
2,לה
2,שמא
2,עבד
0,נמי
0,לרדיא
0,וצריכא
0,דטחלי
1,אומר
2,היא
1,לרחל
0,בר
1,צוחה
1,כלים
2,כל
0,ולאביי
1,בישראל
1,הכובד
0,דטימן
0,טריף
2,ולא
2,היא
0,קסבר
2,בני
2,עליה
1,מבת
2,ההוא
0,מאי
0,קשיא
2,רבי
1,והקורה
1,בית
0,רישך
0,בפשיטא
0,דמי
1,המשיא
1,לבנה
0,צייתנא
1,ויך
0,דנפיק
1,כר
2,בני
1,עצי
0,לחבריה
1,מטמאין
0,דרב
0,אית
0,הכי
1,אשר
0,דרבא
1,עורו
1,מנעך
0,ושמואל
1,אשר
1,והפך
1,רבקה
1,מערה
0,סיפרא
0,הא
1,עריך
1,חורין
1,יש
1,והשתחוה
2,הוא
0,עיסקיה
1,וכחצי
0,דחזייה
2,אבא
0,דאי
0,לבנתיה
1,כדברי
1,מעותיך
0,צריכא
1,וימת
0,חמיסר
0,דמנח
1,צוה
0,תנא
0,אשראיי
2,אכל
2,אלא
2,אלא
0,ורבינא
1,מחצה
1,טמא
0,תיוהי
0,נמי
0,שובלי
0,לכולהו
1,ויתיצב
0,בידקי
1,נסתפג
1,האהיל
1,היום
0,אמאי
0,רב
1,אומרים
1,את
2,משום
2,בה
0,האי
1,ובעלי
2,על
1,האהל
1,רוצה
1,כוחלי
2,הוא
0,דלשמעיה
2,על
1,וכהן
1,בבגד
1,יחשב
1,עמו
1,השמים
1,לכבש
1,לעקור
0,שתותי
1,בעזים
0,ונכתוב
2,בארבע
0,שכיחא
1,כירה
0,אנא
1,חכמים
1,ראה
0,דרב
1,לערב
0,אנא
1,לקחו
1,שאיני
1,המנקף
1,וגדוליו
1,בארץ
0,לכי
1,זבחימו
0,רבנן
2,אין
1,בדרך
1,מאלמים
1,עצמות
0,לנחלי
1,ההפשט
1,זה
0,לאיתויי
1,רבן
0,בהדי
1,היה
2,על
0,חיויא
0,ניחא
2,או
0,דלית
0,דשומא
1,ופתוחות
0,ואי
1,בושתה
1,תצא
2,לה
0,התם
0,לית
0,טולא
1,איש
2,כי
0,ביה
2,בני
1,נסעה
0,ליה
1,טמא
1,בתרומה
1,זכר
0,למימר
1,זית
1,הקבר
1,וחייבים
1,שער
2,וכן
1,אלף
2,אף
1,מהר
1,שאמרו
0,דאוריתא
0,לניכסיה
2,מן
2,לי
0,אמרתה
0,דרב
0,אשכחיה
1,פלוני
0,אמינא
1,מקוננות
1,ולכלתם
1,והעליה
0,ואזיל
2,עשרה
2,גבי
1,פסול
0,דקאמרי
0,דלכי
0,לבניינא
1,עושין
1,מבול
2,וכל
0,לרבה
1,לקטן
0,דמערתא
0,תא
1,כתובין
1,כדרך
0,ודקינהו
2,בנכסיך
2,ולא
1,מפני
1,מדבריכם
2,בנכסי
0,בריסתקא
1,מעלות
1,תענה
2,ולא
0,מאן
1,וחייבין
1,חברו
0,דאוריתא
1,ששים
0,ודדריש
2,הדור
1,עליו
1,אחר
2,הוא
2,לה
2,ולא
1,יצחק
0,בגולפי
0,בתרי
2,כל
1,ואל
0,שיתא
1,תורת
1,אם
2,עליה
1,הסגוס
0,היכא
1,אומר
2,רבי
1,כדברי
2,מי
1,אחרת
2,לא
1,הבית
2,רבי
0,בכרמא
1,החייתי
1,יוצא
0,רב
1,פרוטה
2,היא
0,במאי
0,בהכי
1,מכר
1,נהנים
1,יודע
0,רב
2,דרכה
2,מה
1,והפותה
0,אמרינן
1,שיצאו
0,שקא
1,לשנים
2,אף
1,זה
0,מסכתא
2,מן
1,משמשין
1,אהרן
0,דחד
1,הרחבה
2,למה
1,עץ
0,קא
0,בשלמא
1,יהודה
1,בוטי
1,וכי
1,עגלה
0,משמיה
1,שיש
0,התם
1,כפל
2,מישאל
2,על
0,מינה
0,משמיה
2,עליה
1,נקמצות
0,נמי
2,לאו
0,גופה
0,באוקומי
2,גבי
1,גמליאל
0,למא
1,בהם
2,לא
1,הבא
0,בריאן
0,דאמר
0,אי
1,חוץ
0,הכא
0,דכיון
1,אשר
1,משה
2,פתחיה
0,אזיל
2,עד
0,ואו
1,מנת
1,בישנות
0,ודא
2,ולא
1,תזרע
0,מינה
1,מבן
0,בלישנא
0,אזיל
1,לעצמן
2,כי
1,והחרסין
1,קדמה
1,מטמאין
1,למינהו
2,מה
1,שותות
2,מנה
1,יהוה
1,לגרופינא
1,מניחן
1,שזרעו
0,לזבוני
0,דלא
0,עיילי
0,דיירי
1,לביתו
0,קשיא
1,ביד
1,אמרת
1,אשר
0,אמרי
1,אלהים
1,חי
1,וחזר
0,דתימא
1,הבלעי
0,התם
1,ראש
1,חמשים
1,כאשר
1,אשם
0,לחומרא
1,חולקין
1,בתולה
0,כורכמא
2,לי
0,מיהת
2,היא
1,כולן
0,כיון
0,דעתא
1,הבית
1,הכלים
1,ראשון
1,והיה
2,ולא
2,משלם
0,ביניהו
2,בסוף
0,רבנן
0,שיתין
2,אומן
0,ביעתא
1,טמא
0,אי
1,אינה
0,נמי
0,וזבין
2,או
1,לעני
2,כל
1,יוסף
0,חד
1,מעות
0,אינשי
0,מזייף
0,איכא
0,מאי
0,עיילה
1,יהוה
1,המטהר
2,אוכלה
0,דכל
0,שיבשא
1,הם
0,ושמואל
1,קערת
0,ותפטריה
0,לימא
2,אמרו
0,ליה
2,מנה
1,מרובין
1,בו
2,על
2,אלא
0,דאדעתא
2,לאו
0,מאי
2,עליה
1,אלהי
0,דאימא
0,ליה
0,האי
1,אחד
0,פליגי
0,מזלא
0,אפלו
2,לה
2,אמרו
1,שימעטנו
1,היבש
1,היתה
1,שהיית
1,אומרים
1,הארץ
2,לא
2,לאו
0,קסבר
1,ממנה
0,וחד
2,אלא
0,ופירא
2,לא
0,נידע
1,במעוט
1,ושכחו
1,ואילי
1,והיוצא
0,והא
1,משוה
1,כרישא
1,דרכי
0,קארי
0,נפק
1,ההלכת
1,אזוב
1,והמזיקים
1,הסתומה
2,רבי
2,לו
2,כתבו
1,העליה
2,ולא
1,תרועות
1,בפנים
0,האי
1,שורין
2,הוא
1,בחוץ
0,בכולהו
2,כי
0,ואתא
0,ביניהו
1,מערבין
0,ליה
0,בר מחוניתא
0,מתקולתא
1,אבל
0,אמרי
1,שכל
0,דהא
1,הן
1,בן
0,אי
1,במחשבה
0,הוה
0,תרוייהו
0,הא
0,הוה
0,בקלא
1,שמנע
0,דבית
1,הלל
0,ואת
1,טוב
2,למה
1,יורידו
0,מהפכיתו
1,יכולין
0,נמי
1,שוכבין
0,נפיש
0,אי
1,יגאל
0,קרא
0,הוה
1,נסקל
1,ואם
1,זאת
1,זהב
1,סביבתיה
0,כליא
1,יש
0,דנתבעינהו
2,משום
1,חטים
0,להו
0,דדייק
1,העני
2,עד
0,ביה
1,הבית
1,משה
0,דמתני
0,הא
1,מחצר
1,ביצה
0,דלייה
1,מורשה
1,מוציאין
0,ארעא
0,רכיב
1,ויין
1,פי
0,ורבנן
0,הוה
1,אומרים
1,הנשים
0,איפני
0,רקמי
0,הוה
0,אזיל
0,מתקני
0,נמי
2,לו
1,ר'
1,הפנים
0,דאמרי
0,סבירא
1,ובשבתות
0,והא
0,גברא
2,בה
0,סגי
0,כיון
2,ועוד
0,ליה
2,על
2,ולא
1,אסור
1,אם
1,שלא
2,לא
1,מחבירו
1,תמלא
2,וליה
0,הדר
0,אמרה
1,תרנגולים
1,שיש
1,הזבח
1,החמה
1,אל
0,בר
0,תנאי
2,לא
1,מאיר
2,על
0,איניש
1,אחזה
0,ודקאמרת
2,מי
1,בן
1,ישחוט
1,השרץ
1,ותבשיל
2,משום
1,היה
2,לי
1,זה
0,וחזיתיה
0,בשוקא
1,ונותנו
1,אשב
1,אחרת
1,את
0,לאהדורה
2,בה
1,הרבה
2,רבי
0,חמיסרי
1,הלל
1,והן
1,בסדר
1,המקום
1,שוברו
0,לרב
1,יברכך
2,זרעה
2,פרק
1,העין
1,לרשתה
0,קאמריתו
0,דמי
0,והא
2,או
1,של
1,כשפלת
0,בר זריעה
1,אופין
0,רב
0,נינהי
1,ולמלואים
1,כלי
1,פירותיו
2,לך
1,ועצם
0,ליה
1,פי
1,מידו
0,איכא
2,וחמש
0,ציבי
0,מיחת
1,ולאחר
1,בלול
0,זבינתה
0,צריכא
2,בכופרי
2,משום
1,הכותל
0,הכא
0,בריה
0,דליכא
1,וחטאתי
0,ליה
1,חבילי
1,יורות
1,העליתנו
1,בא
0,סילתי
1,אחד
0,והא
0,מיא
1,והביט
1,במות
2,עליה
0,פקיד
1,ולאחרון
0,חדא
0,ותלתא
0,עיולי
0,וכי
1,וביניהן
0,ניחא
0,ליה
0,נסיב
0,הינו
2,מקבל
1,את
1,היחיד
2,ואמר
2,לכו
1,ביטוי
1,במקדש
1,לשנים
1,הנודר
0,נמי
0,ליה
1,מאות
1,והשותפים
0,להו
1,אדני
1,אינו
0,רב
1,ומשבעה
1,אלו
0,וממלו
1,צפונית
1,הלח
2,בורא
0,דלא
0,נמי
0,מילתא
0,וכיון
0,וקא
1,רצועות
1,הפר
1,העם
1,ורחב
1,ונכנסים
1,לשלישית
0,סבירא
1,שנתערבה
1,ומסמר
0,דמנחי
1,קמיצה
1,אחד
1,לאחיו
0,דאידביק
1,ובניך
0,ביתא
0,איקבע
1,שאלתי
0,מילתא
0,חלא
2,בה
0,דרב
0,שפיר
0,עסקא
1,כנהנה
1,שהוא
1,יהושע
1,הבשר
0,איגלאי
1,ואין
2,היא
1,לפני
1,אחד
1,ואנגלין
1,דמי
2,בת
1,בעריס
1,לאילן
0,גב
0,דאתי
0,אליבא
2,לא
2,עני
0,ממשעבדי
1,לבעליו
0,בר
0,זיין
0,ואתי
2,לא
1,ושתה
1,ובזיכי
1,וזנו
2,ולא
0,קניא
1,חן
1,פרעה
0,אמרי
0,דרבא
2,אף
2,עשרה
2,לך
1,שמוציאין
0,אית
0,דידע
1,קיצץ
2,לה
2,בבשר
0,שיבי
0,דלאו
0,חלפי
0,הוה
2,הוא
1,ועטור
0,משתעיין
1,בניהם
1,מנכסי
1,הבית
2,מן
1,שטרו
1,אוכלין
1,ואחד
0,דלנטירותא
2,לא
1,וישם
1,הסיטון
1,הקהל
1,שתאמר
1,אברים
1,נדרה
1,ובלבד
0,דאיכא
1,מעשר
1,ויקעקע
0,זמנין
0,למימר
0,פומה
2,והוא
1,ומפרישין
1,כלים
0,בדקא
0,היכי
1,את
1,עזרך
1,המשכן
0,דתעניתא
0,כותלא
0,קאי
